match_date,host_country,host_city,stadium_name,match_type,match_period,first_batting_team,second_batting_team,first_batting_team_score,second_batting_team_score,winning_team,margin,margin_type,winning_condition,season,season_winner,note
13-04-2010,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",48th match,Night,Kolkata Knight Riders,Chennai Super Kings,139/8,143/1,Chennai Super Kings,9,wickets,39 balls remaining,2010,Chennai Super Kings,
13-04-2010,India,Mumbai,"Brabourne Stadium, Mumbai",47th match,Day/Night,Delhi Capitals,Mumbai Indians,183/4,144/7,Mumbai Indians,39,runs,,2010,Chennai Super Kings,
12-04-2010,India,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",46th match,Night,Royal Challengers Bengaluru,Deccan Chargers,151/6,138/10,Deccan Chargers,13,runs,,2010,Chennai Super Kings,
11-04-2010,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",45th match,Night,Mumbai Indians,Rajasthan Royals,174/5,137/8,Mumbai Indians,37,runs,,2010,Chennai Super Kings,
11-04-2010,India,Delhi,"Arun Jaitley Stadium, Delhi",44th match,Day/Night,Punjab Kings,Delhi Capitals,111/10,112/3,Punjab Kings,7,wickets,8 balls remaining,2010,Chennai Super Kings,
10-04-2010,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",43rd match,Night,Kolkata Knight Riders,Royal Challengers Bengaluru,160/9,162/3,Royal Challengers Bengaluru,7,wickets,17 balls remaining,2010,Chennai Super Kings,
10-04-2010,India,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",42nd match,Day/Night,Chennai Super Kings,Deccan Chargers,138/8,139/4,Deccan Chargers,6,wickets,5 balls remaining,2010,Chennai Super Kings,
09-04-2010,India,Mohali,I.S. Bindra Punjab Cricket Association Stadium,41st match,Night,Mumbai Indians,Punjab Kings,154/9,158/4,Punjab Kings,6,wickets,4 balls remaining,2010,Chennai Super Kings,
08-04-2010,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",40th match,Night,Deccan Chargers,Royal Challengers Bengaluru,184/6,186/3,Deccan Chargers,7,wickets,4 balls remaining,2010,Chennai Super Kings,
07-04-2010,India,Kolkata,"Eden Gardens, Kolkata",39th match,Night,Delhi Capitals,Kolkata Knight Riders,181/3,167/8,Kolkata Knight Riders,14,runs,,2010,Chennai Super Kings,
07-04-2010,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",38th match,Day/Night,Punjab Kings,Rajasthan Royals,153/6,157/1,Rajasthan Royals,9,wickets,30 balls remaining,2010,Chennai Super Kings,
06-04-2010,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",37th match,Night,Mumbai Indians,Chennai Super Kings,165/4,141/9,Chennai Super Kings,24,runs,,2010,Chennai Super Kings,
05-04-2010,India,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",36th match,Night,Rajasthan Royals,Deccan Chargers,159/10,157/10,Rajasthan Royals,2,runs,,2010,Chennai Super Kings,
04-04-2010,India,Delhi,"Arun Jaitley Stadium, Delhi",35th match,Night,Royal Challengers Bengaluru,Delhi Capitals,184/5,147/9,Delhi Capitals,37,runs,,2010,Chennai Super Kings,
04-04-2010,India,Kolkata,"Eden Gardens, Kolkata",34th match,Day/Night,Punjab Kings,Kolkata Knight Riders,200/3,204/2,Punjab Kings,8,wickets,10 balls remaining,2010,Chennai Super Kings,
03-04-2010,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",32nd match,Day/Night,Rajasthan Royals,Chennai Super Kings,246/5,223/5,Chennai Super Kings,23,runs,,2010,Chennai Super Kings,
03-04-2010,India,Mumbai,"Brabourne Stadium, Mumbai",33rd match,Night,Deccan Chargers,Mumbai Indians,178/5,115/10,Mumbai Indians,63,runs,,2010,Chennai Super Kings,
02-04-2010,India,Mohali,I.S. Bindra Punjab Cricket Association Stadium,31st match,Night,Royal Challengers Bengaluru,Punjab Kings,181/5,184/4,Royal Challengers Bengaluru,6,wickets,5 balls remaining,2010,Chennai Super Kings,
01-04-2010,India,Kolkata,"Eden Gardens, Kolkata",30th match,Night,Deccan Chargers,Kolkata Knight Riders,181/6,157/5,Kolkata Knight Riders,24,runs,,2010,Chennai Super Kings,
31-03-2010,India,Delhi,"Arun Jaitley Stadium, Delhi",29th match,Night,Rajasthan Royals,Delhi Capitals,188/6,121/10,Delhi Capitals,67,runs,,2010,Chennai Super Kings,
31-03-2010,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",28th match,Day/Night,Royal Challengers Bengaluru,Chennai Super Kings,161/4,162/5,Chennai Super Kings,5,wickets,6 balls remaining,2010,Chennai Super Kings,
30-03-2010,India,Mumbai,"Brabourne Stadium, Mumbai",27th match,Night,Punjab Kings,Mumbai Indians,163/10,164/6,Mumbai Indians,4,wickets,3 balls remaining,2010,Chennai Super Kings,
29-03-2010,India,Delhi,"Arun Jaitley Stadium, Delhi",26th match,Night,Kolkata Knight Riders,Delhi Capitals,177/4,137/9,Delhi Capitals,40,runs,,2010,Chennai Super Kings,
28-03-2010,India,Navi Mumbai,"Dr DY Patil Sports Academy, Navi Mumbai",25th match,Night,Mumbai Indians,Deccan Chargers,172/7,131/10,Mumbai Indians,41,runs,,2010,Chennai Super Kings,
28-03-2010,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",24th match,Day/Night,Chennai Super Kings,Rajasthan Royals,177/8,160/6,Rajasthan Royals,17,runs,,2010,Chennai Super Kings,
27-03-2010,India,Mohali,I.S. Bindra Punjab Cricket Association Stadium,23rd match,Night,Kolkata Knight Riders,Punjab Kings,183/5,144/6,Kolkata Knight Riders,39,runs,,2010,Chennai Super Kings,
26-03-2010,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",22nd match,Night,Deccan Chargers,Rajasthan Royals,148/9,151/2,Rajasthan Royals,8,wickets,26 balls remaining,2010,Chennai Super Kings,
25-03-2010,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",20th match,Day/Night,Delhi Capitals,Royal Challengers Bengaluru,183/4,166/9,Delhi Capitals,17,runs,,2010,Chennai Super Kings,
25-03-2010,India,Mumbai,"Brabourne Stadium, Mumbai",21st match,Night,Chennai Super Kings,Mumbai Indians,180/2,181/5,Mumbai Indians,5,wickets,6 balls remaining,2010,Chennai Super Kings,
24-03-2010,India,Mohali,I.S. Bindra Punjab Cricket Association Stadium,19th match,Night,Rajasthan Royals,Punjab Kings,183/5,152/10,Rajasthan Royals,31,runs,,2010,Chennai Super Kings,
23-03-2010,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",18th match,Night,Chennai Super Kings,Royal Challengers Bengaluru,171/5,135/7,Royal Challengers Bengaluru,36,runs,,2010,Chennai Super Kings,
22-03-2010,India,Mumbai,"Brabourne Stadium, Mumbai",17th match,Night,Kolkata Knight Riders,Mumbai Indians,155/3,156/3,Mumbai Indians,7,wickets,9 balls remaining,2010,Chennai Super Kings,
21-03-2010,India,Cuttack,"Barabati Stadium, Cuttack",15th match,Day/Night,Delhi Capitals,Deccan Chargers,171/6,161/9,Deccan Chargers,10,runs,,2010,Chennai Super Kings,
21-03-2010,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",16th match,Night,Punjab Kings,Chennai Super Kings,136/8,136/7,Tied,0,,,2010,Chennai Super Kings,
20-03-2010,India,Mumbai,"Brabourne Stadium, Mumbai",14th match,Night,Royal Challengers Bengaluru,Mumbai Indians,151/9,155/3,Royal Challengers Bengaluru,7,wickets,5 balls remaining,2010,Chennai Super Kings,
20-03-2010,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",13th match,Day/Night,Kolkata Knight Riders,Rajasthan Royals,168/7,134/5,Rajasthan Royals,34,runs,,2010,Chennai Super Kings,
19-03-2010,India,Cuttack,"Barabati Stadium, Cuttack",12th match,Night,Punjab Kings,Deccan Chargers,170/7,164/8,Deccan Chargers,6,runs,,2010,Chennai Super Kings,
19-03-2010,India,Delhi,"Arun Jaitley Stadium, Delhi",11th match,Day/Night,Chennai Super Kings,Delhi Capitals,185/6,190/5,Chennai Super Kings,5,wickets,5 balls remaining,2010,Chennai Super Kings,
18-03-2010,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",10th match,Night,Rajasthan Royals,Royal Challengers Bengaluru,92/10,93/0,Royal Challengers Bengaluru,10,wickets,56 balls remaining,2010,Chennai Super Kings,
17-03-2010,India,Delhi,"Arun Jaitley Stadium, Delhi",9th match,Night,Mumbai Indians,Delhi Capitals,218/7,120/9,Mumbai Indians,98,runs,,2010,Chennai Super Kings,
16-03-2010,India,Kolkata,"Eden Gardens, Kolkata",8th match,Night,Chennai Super Kings,Kolkata Knight Riders,164/3,109/10,Chennai Super Kings,55,runs,,2010,Chennai Super Kings,
16-03-2010,India,Bengaluru,"M.Chinnaswamy Stadium, Bengaluru",7th match,Day/Night,Punjab Kings,Royal Challengers Bengaluru,203/3,204/2,Royal Challengers Bengaluru,8,wickets,7 balls remaining,2010,Chennai Super Kings,
15-03-2010,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",6th match,Night,Delhi Capitals,Rajasthan Royals,141/6,142/4,Delhi Capitals,6,wickets,17 balls remaining,2010,Chennai Super Kings,
14-03-2010,India,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",5th match,Night,Deccan Chargers,Chennai Super Kings,190/4,159/9,Deccan Chargers,31,runs,,2010,Chennai Super Kings,
14-03-2010,India,Kolkata,"Eden Gardens, Kolkata",4th match,Day/Night,Royal Challengers Bengaluru,Kolkata Knight Riders,135/7,136/3,Kolkata Knight Riders,7,wickets,4 balls remaining,2010,Chennai Super Kings,
13-03-2010,India,Mohali,I.S. Bindra Punjab Cricket Association Stadium,3rd match,Night,Delhi Capitals,Punjab Kings,142/9,146/5,Delhi Capitals,5,wickets,1 balls remaining,2010,Chennai Super Kings,
13-03-2010,India,Mumbai,"Brabourne Stadium, Mumbai",2nd match,Day/Night,Rajasthan Royals,Mumbai Indians,212/6,208/7,Mumbai Indians,4,runs,,2010,Chennai Super Kings,
12-03-2010,India,Navi Mumbai,"Dr DY Patil Sports Academy, Navi Mumbai",1st match,Night,Kolkata Knight Riders,Deccan Chargers,161/4,150/7,Kolkata Knight Riders,11,runs,,2010,Chennai Super Kings,
24-05-2009,South Africa,Johannesburg,"The Wanderers Stadium, Johannesburg",Final,Day/Night,Royal Challengers Bengaluru,Deccan Chargers,143/6,137/9,Deccan Chargers,6,runs,,2009,Deccan Chargers,
23-05-2009,South Africa,Johannesburg,"The Wanderers Stadium, Johannesburg",2nd Semi-Final,Day/Night,Royal Challengers Bengaluru,Chennai Super Kings,146/5,149/4,Royal Challengers Bengaluru,6,wickets,7 balls remaining,2009,Deccan Chargers,
22-05-2009,South Africa,Centurion,"SuperSport Park, Centurion",1st Semi-Final,Day/Night,Delhi Capitals,Deccan Chargers,153/8,154/4,Deccan Chargers,6,wickets,14 balls remaining,2009,Deccan Chargers,
21-05-2009,South Africa,Centurion,"SuperSport Park, Centurion",55th match,Day,Mumbai Indians,Delhi Capitals,165/8,166/6,Delhi Capitals,4,wickets,15 balls remaining,2009,Deccan Chargers,
21-05-2009,South Africa,Centurion,"SuperSport Park, Centurion",56th match,Day/Night,Deccan Chargers,Royal Challengers Bengaluru,170/4,158/6,Royal Challengers Bengaluru,12,runs,,2009,Deccan Chargers,
20-05-2009,South Africa,Durban,"Kingsmead, Durban",54th match,Day/Night,Punjab Kings,Chennai Super Kings,116/9,92/8,Chennai Super Kings,24,runs,,2009,Deccan Chargers,
20-05-2009,South Africa,Durban,"Kingsmead, Durban",53rd match,Day,Rajasthan Royals,Kolkata Knight Riders,101/9,102/6,Kolkata Knight Riders,4,wickets,3 balls remaining,2009,Deccan Chargers,
19-05-2009,South Africa,Johannesburg,"The Wanderers Stadium, Johannesburg",52nd match,Day/Night,Delhi Capitals,Royal Challengers Bengaluru,134/7,135/3,Royal Challengers Bengaluru,7,wickets,6 balls remaining,2009,Deccan Chargers,
18-05-2009,South Africa,Centurion,"SuperSport Park, Centurion",51st match,Day/Night,Kolkata Knight Riders,Chennai Super Kings,188/3,189/3,Kolkata Knight Riders,7,wickets,,2009,Deccan Chargers,
17-05-2009,South Africa,Bloemfontein,"Mangaung Oval, Bloemfontein",50th match,Day/Night,Rajasthan Royals,Delhi Capitals,150/3,136/9,Delhi Capitals,14,runs,,2009,Deccan Chargers,
17-05-2009,South Africa,Johannesburg,"The Wanderers Stadium, Johannesburg",49th match,Day,Punjab Kings,Deccan Chargers,134/7,133/8,Punjab Kings,1,runs,,2009,Deccan Chargers,
16-05-2009,South Africa,Johannesburg,"The Wanderers Stadium, Johannesburg",48th match,Day/Night,Kolkata Knight Riders,Deccan Chargers,160/5,166/4,Deccan Chargers,6,wickets,,2009,Deccan Chargers,
16-05-2009,South Africa,Gqeberha,"St George's Park, Gqeberha",47th match,Day,Mumbai Indians,Chennai Super Kings,147/5,151/3,Chennai Super Kings,7,wickets,5 balls remaining,2009,Deccan Chargers,
15-05-2009,South Africa,Bloemfontein,"Mangaung Oval, Bloemfontein",46th match,Day/Night,Punjab Kings,Delhi Capitals,120/9,123/4,Punjab Kings,6,wickets,5 balls remaining,2009,Deccan Chargers,
14-05-2009,South Africa,Durban,"Kingsmead, Durban",45th match,Day/Night,Rajasthan Royals,Mumbai Indians,145/7,143/10,Rajasthan Royals,2,runs,,2009,Deccan Chargers,
14-05-2009,South Africa,Durban,"Kingsmead, Durban",44th match,Day,Chennai Super Kings,Royal Challengers Bengaluru,129/10,132/8,Royal Challengers Bengaluru,2,wickets,2 balls remaining,2009,Deccan Chargers,
13-05-2009,South Africa,Durban,"Kingsmead, Durban",43rd match,Day/Night,Delhi Capitals,Deccan Chargers,173/7,161/10,Delhi Capitals,12,runs,,2009,Deccan Chargers,
12-05-2009,South Africa,Centurion,"SuperSport Park, Centurion",42nd match,Day/Night,Mumbai Indians,Punjab Kings,119/9,122/2,Mumbai Indians,8,wickets,22 balls remaining,2009,Deccan Chargers,
12-05-2009,South Africa,Centurion,"SuperSport Park, Centurion",41st match,Day,Kolkata Knight Riders,Royal Challengers Bengaluru,173/4,176/4,Royal Challengers Bengaluru,6,wickets,4 balls remaining,2009,Deccan Chargers,
11-05-2009,South Africa,Kimberley,"Diamond Oval, Kimberley",40th match,Day/Night,Rajasthan Royals,Deccan Chargers,166/7,113/10,Deccan Chargers,53,runs,,2009,Deccan Chargers,
10-05-2009,South Africa,Gqeberha,"St George's Park, Gqeberha",38th match,Day,Mumbai Indians,Royal Challengers Bengaluru,157/2,141/7,Mumbai Indians,16,runs,,2009,Deccan Chargers,
10-05-2009,South Africa,Johannesburg,"The Wanderers Stadium, Johannesburg",39th match,Day/Night,Kolkata Knight Riders,Delhi Capitals,123/8,125/3,Delhi Capitals,7,wickets,17 balls remaining,2009,Deccan Chargers,
09-05-2009,South Africa,Kimberley,"Diamond Oval, Kimberley",37th match,Day/Night,Rajasthan Royals,Chennai Super Kings,140/7,141/3,Chennai Super Kings,7,wickets,10 balls remaining,2009,Deccan Chargers,
09-05-2009,South Africa,Kimberley,"Diamond Oval, Kimberley",36th match,Day,Punjab Kings,Deccan Chargers,168/5,169/7,Punjab Kings,3,wickets,1 balls remaining,2009,Deccan Chargers,
08-05-2009,South Africa,East London,"Buffalo Park, East London",35th match,Day/Night,Mumbai Indians,Delhi Capitals,116/10,118/3,Delhi Capitals,7,wickets,7 balls remaining,2009,Deccan Chargers,
07-05-2009,South Africa,Centurion,"SuperSport Park, Centurion",34th match,Day/Night,Punjab Kings,Chennai Super Kings,185/3,174/3,Chennai Super Kings,12,runs,D/L method,2009,Deccan Chargers,
07-05-2009,South Africa,Centurion,"SuperSport Park, Centurion",33rd match,Day,Rajasthan Royals,Royal Challengers Bengaluru,105/10,107/3,Rajasthan Royals,7,wickets,30 balls remaining,2009,Deccan Chargers,
06-05-2009,South Africa,Centurion,"SuperSport Park, Centurion",32nd match,Day/Night,Mumbai Indians,Deccan Chargers,145/6,126/8,Deccan Chargers,19,runs,,2009,Deccan Chargers,
05-05-2009,South Africa,Durban,"Kingsmead, Durban",31st match,Day/Night,Kolkata Knight Riders,Delhi Capitals,154/3,157/1,Delhi Capitals,9,wickets,6 balls remaining,2009,Deccan Chargers,
05-05-2009,South Africa,Durban,"Kingsmead, Durban",30th match,Day,Rajasthan Royals,Punjab Kings,211/4,133/8,Rajasthan Royals,78,runs,,2009,Deccan Chargers,
04-05-2009,South Africa,East London,"Buffalo Park, East London",29th match,Day/Night,Deccan Chargers,Chennai Super Kings,178/3,100/10,Chennai Super Kings,78,runs,,2009,Deccan Chargers,
03-05-2009,South Africa,Johannesburg,"The Wanderers Stadium, Johannesburg",28th match,Day/Night,Mumbai Indians,Royal Challengers Bengaluru,149/4,150/1,Royal Challengers Bengaluru,9,wickets,11 balls remaining,2009,Deccan Chargers,
03-05-2009,South Africa,Gqeberha,"St George's Park, Gqeberha",27th match,Day,Kolkata Knight Riders,Punjab Kings,153/3,154/4,Punjab Kings,6,wickets,,2009,Deccan Chargers,
02-05-2009,South Africa,Johannesburg,"The Wanderers Stadium, Johannesburg",26th match,Day/Night,Delhi Capitals,Chennai Super Kings,163/10,145/8,Chennai Super Kings,18,runs,,2009,Deccan Chargers,
02-05-2009,South Africa,Gqeberha,"St George's Park, Gqeberha",25th match,Day,Rajasthan Royals,Deccan Chargers,141/5,142/7,Rajasthan Royals,3,wickets,2 balls remaining,2009,Deccan Chargers,
01-05-2009,South Africa,Durban,"Kingsmead, Durban",24th match,Day/Night,Punjab Kings,Royal Challengers Bengaluru,145/9,137/7,Royal Challengers Bengaluru,8,runs,,2009,Deccan Chargers,
01-05-2009,South Africa,East London,"Buffalo Park, East London",23rd match,Day,Mumbai Indians,Kolkata Knight Riders,148/6,139/6,Mumbai Indians,9,runs,,2009,Deccan Chargers,
30-04-2009,South Africa,Centurion,"SuperSport Park, Centurion",22nd match,Day/Night,Rajasthan Royals,Chennai Super Kings,164/5,126/9,Chennai Super Kings,38,runs,,2009,Deccan Chargers,
30-04-2009,South Africa,Centurion,"SuperSport Park, Centurion",21st match,Day,Delhi Capitals,Deccan Chargers,148/9,150/4,Delhi Capitals,6,wickets,8 balls remaining,2009,Deccan Chargers,
29-04-2009,South Africa,Durban,"Kingsmead, Durban",19th match,Day,Kolkata Knight Riders,Royal Challengers Bengaluru,139/6,143/5,Royal Challengers Bengaluru,5,wickets,1 balls remaining,2009,Deccan Chargers,
29-04-2009,South Africa,Durban,"Kingsmead, Durban",20th match,Day/Night,Mumbai Indians,Punjab Kings,119/8,116/7,Punjab Kings,3,runs,,2009,Deccan Chargers,
28-04-2009,South Africa,Centurion,"SuperSport Park, Centurion",18th match,Day/Night,Rajasthan Royals,Delhi Capitals,143/7,147/5,Rajasthan Royals,5,wickets,9 balls remaining,2009,Deccan Chargers,
27-04-2009,South Africa,Gqeberha,"St George's Park, Gqeberha",17th match,Day/Night,Mumbai Indians,Kolkata Knight Riders,187/6,95/9,Mumbai Indians,92,runs,,2009,Deccan Chargers,
27-04-2009,South Africa,Durban,"Kingsmead, Durban",16th match,Day,Deccan Chargers,Chennai Super Kings,165/6,169/4,Deccan Chargers,6,wickets,3 balls remaining,2009,Deccan Chargers,
26-04-2009,South Africa,Cape Town,"Newlands, Cape Town",15th match,Day/Night,Rajasthan Royals,Punjab Kings,139/6,112/7,Punjab Kings,27,runs,,2009,Deccan Chargers,
26-04-2009,South Africa,Gqeberha,"St George's Park, Gqeberha",14th match,Day,Delhi Capitals,Royal Challengers Bengaluru,149/7,150/4,Delhi Capitals,6,wickets,4 balls remaining,2009,Deccan Chargers,
25-04-2009,South Africa,Durban,"Kingsmead, Durban",12th match,Day,Mumbai Indians,Deccan Chargers,168/9,156/7,Deccan Chargers,12,runs,,2009,Deccan Chargers,
24-04-2009,South Africa,Durban,"Kingsmead, Durban",11th match,Day/Night,Punjab Kings,Royal Challengers Bengaluru,168/9,173/3,Punjab Kings,7,wickets,6 balls remaining,2009,Deccan Chargers,
23-04-2009,South Africa,Durban,"Kingsmead, Durban",9th match,Day,Delhi Capitals,Chennai Super Kings,189/5,180/9,Delhi Capitals,9,runs,,2009,Deccan Chargers,
23-04-2009,South Africa,Cape Town,"Newlands, Cape Town",10th match,Day/Night,Rajasthan Royals,Kolkata Knight Riders,150/6,150/8,Tied,0,,,2009,Deccan Chargers,
22-04-2009,South Africa,Cape Town,"Newlands, Cape Town",8th match,Day/Night,Deccan Chargers,Royal Challengers Bengaluru,184/6,160/8,Deccan Chargers,24,runs,,2009,Deccan Chargers,
21-04-2009,South Africa,Durban,"Kingsmead, Durban",6th match,Day,Kolkata Knight Riders,Punjab Kings,158/6,79/1,Kolkata Knight Riders,11,runs,D/L method,2009,Deccan Chargers,
20-04-2009,South Africa,Gqeberha,"St George's Park, Gqeberha",5th match,Day/Night,Chennai Super Kings,Royal Challengers Bengaluru,179/5,87/10,Chennai Super Kings,92,runs,,2009,Deccan Chargers,
19-04-2009,South Africa,Cape Town,"Newlands, Cape Town",4th match,Day/Night,Kolkata Knight Riders,Deccan Chargers,101/10,104/2,Deccan Chargers,8,wickets,41 balls remaining,2009,Deccan Chargers,
19-04-2009,South Africa,Cape Town,"Newlands, Cape Town",3rd match,Day,Punjab Kings,Delhi Capitals,104/7,58/0,Delhi Capitals,10,wickets,7 balls remaining D/L method,2009,Deccan Chargers,
18-04-2009,South Africa,Cape Town,"Newlands, Cape Town",2nd match,Day/Night,Rajasthan Royals,Royal Challengers Bengaluru,133/8,58/10,Royal Challengers Bengaluru,75,runs,,2009,Deccan Chargers,
18-04-2009,South Africa,Cape Town,"Newlands, Cape Town",1st match,Day,Mumbai Indians,Chennai Super Kings,165/7,146/7,Mumbai Indians,19,runs,,2009,Deccan Chargers,
01-06-2008,India,Navi Mumbai,"Dr DY Patil Sports Academy, Navi Mumbai",Final,Night,Rajasthan Royals,Chennai Super Kings,163/5,164/7,Rajasthan Royals,3,wickets,,2008,Rajasthan Royals,
31-05-2008,India,Mumbai,"Wankhede Stadium, Mumbai",2nd Semi-Final,Night,Punjab Kings,Chennai Super Kings,112/8,116/1,Chennai Super Kings,9,wickets,31 balls remaining,2008,Rajasthan Royals,
30-05-2008,India,Mumbai,"Wankhede Stadium, Mumbai",1st Semi-Final,Night,Rajasthan Royals,Delhi Capitals,192/9,87/10,Rajasthan Royals,105,runs,,2008,Rajasthan Royals,
28-05-2008,India,Mohali,I.S. Bindra Punjab Cricket Association Stadium,56th match,Night,Rajasthan Royals,Punjab Kings,221/3,180/7,Punjab Kings,41,runs,,2008,Rajasthan Royals,
